game_id,student_id,happy,angry,sad,time
173,51,1,1,0,8.60
174,8,1,0,0,6.57
175,69,1,0,0,13.43
176,67,1,0,0,17.57
177,83,1,0,0,16.57
178,5,1,0,0,13.50
179,12,1,0,1,14.32
180,64,1,0,0,14.12
181,58,1,0,0,8.69
182,90,1,0,0,13.88
183,21,1,0,0,9.20
184,7,1,0,0,17.29
185,61,0,0,0,16.59
186,22,1,0,0,13.65
187,77,1,0,0,11.25
188,9,1,0,0,15.28
189,5,0,1,0,9.39
190,96,1,0,0,8.29
191,25,1,0,0,9.39
192,9,1,0,0,15.77
193,91,1,0,0,15.43
194,96,1,0,0,14.17
195,7,1,0,1,9.82
196,2,0,0,0,14.35
197,28,1,0,0,15.35
198,55,1,0,0,15.29
199,34,1,0,0,18.64
200,2,0,0,0,10.76
201,75,0,0,0,14.98
202,96,1,0,0,15.68
203,96,1,0,0,16.65
204,99,0,0,0,17.77
205,78,1,0,0,15.22
206,62,1,0,1,16.69
207,71,1,0,0,13.00
208,55,1,0,0,18.27
209,24,1,0,0,14.41
210,95,1,0,0,12.34
211,96,1,1,0,15.88
212,63,0,1,0,11.79
213,9,1,0,0,12.14
214,24,1,0,0,11.95
215,64,0,0,0,14.23
216,99,0,0,0,11.48
217,58,0,0,1,15.61
218,16,1,0,0,14.61
219,82,1,0,0,11.81
220,85,1,0,0,8.64
221,83,0,0,0,12.70
222,35,1,0,1,14.69
223,29,1,0,0,12.96
224,81,1,1,0,15.50
225,73,1,0,0,12.58
226,60,1,1,1,10.29
227,54,1,1,0,12.55
228,32,1,0,0,17.66
229,53,1,0,0,10.45
230,20,0,0,0,13.36
231,94,1,0,0,10.57
232,37,1,0,0,12.43
233,70,1,0,0,16.83
234,44,1,0,0,9.09
235,55,1,0,0,13.53
236,88,1,0,0,10.77
237,31,1,0,0,14.77
238,63,0,0,0,12.38
239,75,1,0,0,19.43
240,10,1,0,0,12.51
241,51,1,0,0,11.92
242,43,0,0,0,10.07
243,64,0,0,0,13.60
244,23,1,0,0,14.40
245,95,1,0,0,12.94
246,45,1,0,0,19.73
247,75,1,1,0,23.09
248,9,1,0,0,15.85
249,48,1,1,0,10.17
250,6,1,0,0,15.75
251,97,1,0,0,15.78
252,89,1,0,0,12.95
253,75,1,0,0,12.04
254,90,1,0,0,14.95
255,55,1,0,0,10.62
256,29,1,0,0,14.67
257,21,1,0,0,12.81
258,18,1,0,0,12.99
259,87,1,0,0,15.02
260,81,1,0,0,13.52
261,71,1,1,1,12.89
262,51,1,0,0,8.91
263,30,1,0,0,16.64
264,64,1,0,1,13.08
265,16,1,0,0,6.71
266,62,1,1,0,12.08
267,56,1,0,0,15.04
268,18,1,0,0,18.60
269,8,1,0,0,13.04
270,43,1,0,0,14.19
271,60,1,0,0,9.87
272,29,1,0,0,13.94
273,2,0,1,0,12.85
274,1,1,0,0,13.21
275,84,0,0,0,10.54
276,35,1,0,0,14.74
277,89,1,0,1,22.61
278,47,1,0,0,13.26
279,40,0,0,0,12.17
280,19,1,0,0,16.02
281,100,1,0,0,14.05
282,56,0,0,0,13.15
283,94,1,0,0,13.10
284,86,0,0,0,11.26
285,99,1,0,0,11.09
286,76,1,0,0,12.58
287,58,1,0,0,16.70
288,60,1,0,0,14.14
289,32,1,0,0,8.89
290,62,1,0,0,10.97
291,30,1,0,0,17.11
292,27,1,1,1,16.89
293,50,1,0,0,13.10
294,46,1,1,0,18.27
295,47,1,0,0,15.54
296,76,1,0,1,10.69
297,61,1,0,0,11.09
298,35,1,0,0,6.99
299,92,1,0,0,13.50
300,31,1,0,0,13.86
301,6,1,0,0,18.98
302,83,1,1,0,15.72
303,7,1,0,0,17.51
304,97,1,0,0,9.42
305,91,1,0,0,14.37
306,7,1,0,0,11.41
307,51,1,0,0,10.09
308,66,1,0,0,16.37
309,48,1,1,0,15.07
310,44,1,1,0,12.04
311,97,1,0,0,21.11
312,49,0,0,0,15.69
313,93,1,0,0,14.25
314,65,1,0,0,17.60
315,22,1,0,0,9.52
316,46,1,0,0,13.11
317,98,1,0,0,10.66
318,75,1,0,0,8.90
319,25,1,0,0,13.64
320,96,0,0,0,20.58
321,42,0,0,0,12.53
322,66,1,0,0,13.73
323,20,1,0,0,12.02
324,26,0,0,0,9.87
325,6,1,0,0,13.88
326,92,1,1,1,12.21
327,6,1,0,0,13.27
328,27,1,0,1,12.53
329,59,1,1,0,19.61
330,62,1,0,0,15.07
331,56,1,0,0,12.20
332,67,1,0,0,19.34
333,70,1,0,0,10.92
334,76,1,0,0,17.13
335,81,1,0,0,19.51
336,40,1,0,0,12.50
337,42,1,0,0,11.79
338,35,1,1,0,16.74
339,64,1,0,0,8.94
340,18,1,0,1,12.89
341,50,0,0,0,12.87
342,68,0,0,0,15.49
343,82,0,0,0,18.57
344,17,1,0,0,14.73
345,33,0,0,0,15.28
346,21,1,1,1,10.81
347,51,1,0,0,14.58
348,92,1,0,0,13.60
349,37,1,0,0,16.12
350,8,1,0,1,10.49
351,21,1,0,0,15.38
352,11,1,0,0,19.11
353,33,1,0,0,13.54
354,72,1,0,0,13.26
355,35,1,0,0,17.55
356,21,1,0,0,11.65
357,68,1,0,0,14.75
358,76,1,0,0,12.51
359,46,1,0,0,9.05
360,50,0,0,0,11.27
361,50,1,0,0,14.22
362,6,1,0,0,17.95
363,35,0,0,0,9.98
364,71,1,0,0,9.39
365,46,1,0,0,17.24
366,47,1,1,1,3.21
367,34,1,0,0,16.52
368,92,1,0,0,13.48
369,24,1,0,1,14.94
370,95,1,0,0,13.88
371,32,1,0,0,18.03
372,54,0,0,0,14.77
373,93,1,0,0,12.43
374,99,1,0,0,14.59
375,89,1,0,0,14.39
376,56,1,0,0,12.81
377,65,1,0,0,14.14
378,77,0,0,0,13.71
379,41,1,0,0,12.27
380,98,1,0,0,17.96
381,34,1,0,0,11.56
382,21,1,0,0,12.55
383,54,1,0,0,12.13
384,2,1,0,0,15.49
385,98,1,0,0,10.46
386,84,1,0,0,16.30
387,99,1,0,0,17.01
388,70,1,0,0,12.86
389,49,1,0,0,15.18
390,20,0,0,0,10.74
391,23,1,0,0,13.37
392,1,0,0,1,16.38
393,62,1,0,0,7.33
394,87,1,1,0,21.48
395,80,1,0,0,12.63
396,27,0,0,0,7.99
397,69,1,0,0,14.25
398,55,1,0,0,11.79
399,39,1,0,0,11.53
400,10,1,0,0,15.46
401,19,0,0,0,14.70
402,90,0,0,1,11.27
403,33,1,0,0,18.76
404,45,0,0,0,16.62
405,6,1,0,0,12.27
406,76,1,0,0,8.98
407,100,1,0,0,13.82
408,43,1,1,0,13.07
409,13,1,0,0,12.23
410,70,0,0,0,13.88
411,13,1,0,0,15.88
412,10,1,0,0,15.02
413,80,1,0,0,16.50
414,42,1,0,1,12.26
415,8,1,0,0,16.46
416,12,1,0,0,18.33
417,39,1,0,0,9.93
418,99,1,0,0,15.88
419,96,1,1,0,16.20
420,50,1,0,0,10.77
421,79,1,0,0,17.87
422,81,0,0,0,19.11
423,50,1,0,0,15.96
424,27,1,0,1,15.84
425,12,1,0,0,14.26
426,16,0,0,0,15.50
427,75,1,0,0,14.04
428,97,1,0,0,13.21
429,74,1,0,0,13.15
430,44,1,0,0,16.60
431,88,1,1,0,14.74
432,4,1,1,0,15.33
433,45,1,1,0,14.95
434,68,1,0,0,16.30
435,60,1,0,0,12.79
436,6,1,0,0,12.15
437,90,1,0,0,15.00
438,7,1,0,0,17.96
439,56,1,0,0,18.61
440,67,1,0,0,13.29
441,33,1,0,0,13.40
442,73,1,0,1,10.00
443,54,1,0,1,14.01
444,56,1,0,1,16.24
445,87,0,0,0,15.50
446,65,1,0,0,10.62
447,38,1,0,0,17.16
448,57,1,0,0,8.83
449,41,1,1,0,9.45
450,80,1,0,0,15.84
451,1,1,0,0,14.90
452,74,1,0,0,8.87
453,55,1,1,0,14.77
454,11,1,0,0,11.65
455,43,1,0,0,18.54
456,28,1,0,0,15.94
457,43,1,0,0,15.42
458,84,1,0,0,15.36
459,56,1,0,0,12.97
460,8,1,0,0,12.80
461,32,1,0,0,12.50
462,65,1,0,0,12.01
463,29,1,0,0,10.41
464,15,1,0,0,11.76
465,87,1,0,1,13.28
466,1,1,1,0,13.53
467,63,1,1,0,11.97
468,91,1,0,0,17.18
469,68,1,0,0,14.70
470,71,1,0,0,14.15
471,98,1,0,0,16.35
472,1,1,0,0,17.77
473,60,1,0,0,16.31
474,99,1,0,0,10.62
475,57,1,0,0,19.89
476,86,0,0,1,15.88
477,77,1,1,0,13.03
478,85,1,0,0,14.17
479,25,1,0,0,9.60
480,17,1,0,0,12.76
481,13,1,0,0,14.02
482,18,1,1,0,15.34
483,14,1,0,0,15.10
484,40,1,0,0,11.41
485,37,1,0,0,16.25
486,5,1,0,1,14.08
487,95,1,0,0,12.06
488,60,1,0,0,21.62
489,18,1,0,0,13.44
490,67,1,0,0,16.43
491,47,1,0,0,13.09
492,99,0,0,0,18.30
493,33,1,0,0,17.56
494,16,1,0,0,11.45
495,82,0,0,0,9.64
496,28,0,0,0,14.02
497,26,1,0,0,20.68
498,73,1,0,0,14.32
499,58,1,0,1,16.64
500,71,0,0,0,12.21
501,23,1,0,1,11.40
502,23,1,0,0,12.96
503,58,0,0,0,12.50
504,20,1,0,0,15.84
505,5,1,0,0,10.60
506,10,1,0,0,14.22
507,50,1,0,0,16.35
508,56,0,0,0,16.00
509,46,1,0,0,13.09
510,49,0,0,0,11.62
511,37,1,0,0,15.51
512,10,0,0,0,13.51
513,63,1,1,0,14.22
514,43,1,0,0,14.38
515,49,0,0,0,14.03
516,52,0,0,0,13.66
517,55,1,0,0,16.18
518,96,1,0,0,13.56
519,37,0,0,0,15.09
520,81,1,0,0,12.63
521,61,1,0,1,14.58
522,76,1,0,0,17.06
523,2,1,0,0,12.01
524,27,1,0,0,18.37
525,28,1,0,1,10.96
526,10,1,0,0,12.28
527,15,0,0,0,14.41
528,39,1,0,0,19.52
529,2,1,0,0,9.79
530,33,1,1,0,13.15
531,90,1,0,0,8.31
532,73,1,0,0,18.74
533,25,1,0,0,11.36
534,6,1,1,0,9.72
535,58,0,0,1,15.11
536,56,1,1,0,9.84
537,63,1,0,0,13.22
538,76,1,1,0,14.23
539,92,1,0,0,15.05
540,76,1,0,0,11.05
541,44,1,1,0,8.63
542,48,1,0,0,14.67
543,96,0,0,0,12.68
544,100,1,0,0,10.78
545,83,1,0,0,13.87
546,76,1,0,0,13.21
547,30,1,0,0,11.14
548,50,1,0,0,15.91
549,36,1,1,0,15.09
550,50,1,0,0,11.82
551,52,1,0,0,15.23
552,60,1,0,0,10.84
553,96,1,0,0,15.19
554,3,1,0,0,14.51
555,94,1,0,0,7.87
556,58,1,0,0,16.24
557,95,1,0,0,12.05
558,80,1,0,0,8.48
559,48,1,0,0,21.12
560,14,0,0,0,8.28
561,63,1,0,0,13.50
562,22,1,0,0,13.71
563,8,1,0,0,11.20
564,50,0,1,1,13.61
565,12,1,0,0,11.33
566,10,1,0,0,13.16
567,78,1,0,0,16.82
568,73,0,0,0,16.33
569,19,1,0,0,18.37
570,22,1,0,0,15.11
571,9,1,0,0,15.85
572,67,1,0,0,15.63
573,41,1,0,0,13.88
574,32,1,0,0,11.18
575,34,1,0,0,12.71
576,63,1,0,0,13.17
577,40,1,0,0,14.71
578,93,1,0,0,12.05
579,80,1,0,0,11.94
580,6,1,0,0,12.11
581,79,1,0,0,16.12
582,88,0,0,0,12.41
583,12,1,0,0,12.61
584,70,0,0,0,10.40
585,58,1,0,0,13.43
586,13,1,0,0,14.94
587,86,0,0,0,7.25
588,69,1,0,0,11.59
589,48,0,0,1,14.15
590,43,1,0,0,14.95
591,97,1,0,0,8.93
592,73,1,0,0,13.09
593,83,1,0,0,15.76
594,29,1,1,0,19.15
595,91,1,0,0,14.20
596,97,1,1,0,17.78
597,40,1,0,1,11.74
598,83,0,0,0,12.98
599,46,1,0,0,18.59
600,14,1,0,0,8.43
601,28,1,1,0,11.70
602,93,1,0,0,14.51
603,63,1,0,0,12.26
604,35,1,0,0,20.43
605,89,1,0,0,10.40
606,31,1,0,0,10.05
607,90,1,1,0,12.90
608,67,1,0,0,12.16
609,80,1,1,0,10.36
610,14,0,1,0,11.05
611,93,0,0,0,10.90
612,47,1,1,0,14.48
613,60,1,0,0,16.33
614,92,1,1,1,14.92
615,17,1,0,0,10.40
616,13,1,0,1,12.57
617,3,1,0,0,13.18
618,8,1,0,0,12.42
619,15,1,0,0,16.66
620,20,1,0,0,14.84
621,72,0,0,0,12.86
622,97,1,0,0,17.44
623,33,1,0,0,8.28
624,84,1,0,0,12.87
625,34,1,0,0,16.88
626,12,1,0,0,9.76
627,93,1,1,0,17.84
628,89,0,0,1,8.00
629,2,1,0,1,11.08
630,46,1,0,0,16.26
631,4,0,1,0,9.79
632,79,0,0,0,15.84
633,100,1,0,0,11.98
634,24,1,0,1,11.19
635,12,1,0,0,12.98
636,76,1,0,0,10.59
637,79,1,0,1,9.29
638,5,1,0,0,17.56
639,84,1,0,0,10.70
640,74,0,0,0,14.45
641,20,0,1,0,15.06
642,69,1,0,0,13.43
643,7,1,0,0,16.71
644,59,1,0,0,11.99
645,60,1,0,0,17.26
646,53,0,0,0,9.64
647,99,1,0,0,12.54
648,86,1,0,0,15.21
649,68,1,0,1,18.52
650,84,1,0,0,15.86
651,10,0,0,0,13.71
652,26,1,0,1,12.41
653,84,1,0,0,13.97
654,7,1,0,0,14.01
655,21,1,0,0,14.87
656,84,1,0,0,15.11
657,69,1,0,0,16.30
658,21,0,0,0,13.14
659,17,1,1,0,14.88
660,90,1,0,0,13.60
661,6,1,0,0,18.85
662,24,1,0,0,11.78
663,86,1,0,0,13.08
664,90,1,0,0,17.66
665,92,1,0,0,14.06
666,18,1,1,0,11.22
667,75,1,1,1,10.53
668,89,1,1,0,11.01
669,16,1,0,0,14.06
670,42,1,0,0,16.68
671,66,1,0,0,15.33
672,97,1,0,0,12.26
673,67,1,0,0,12.75
674,81,1,0,0,15.13
675,66,1,0,0,16.14
676,47,1,0,0,9.66
677,38,1,0,1,11.67
678,64,0,0,0,16.79
679,11,1,0,0,14.15
680,81,1,0,0,12.11
681,55,1,1,0,15.76
682,88,1,1,0,9.58
683,76,1,0,0,15.97
684,5,1,0,0,17.34
685,60,0,1,0,12.12
686,41,1,0,0,12.58
687,54,1,0,0,13.77
688,100,1,0,0,19.18
689,10,1,0,1,15.00
690,95,1,0,0,13.63
691,67,1,0,1,15.96
692,49,1,0,0,14.58
693,79,1,0,0,12.47
694,33,1,0,0,11.93
695,44,1,0,0,14.64
696,37,1,0,0,14.25
697,69,0,0,0,16.24
698,67,1,0,0,14.22
699,6,1,0,0,10.66
700,69,1,0,0,10.19
701,60,1,0,0,15.54
702,30,1,0,0,13.88
703,86,0,0,1,12.80
704,39,1,0,0,18.00
705,37,1,0,1,7.58
706,65,1,1,0,13.33
707,43,1,0,0,10.32
708,77,1,1,0,18.00
709,39,1,0,0,12.89
710,78,0,0,0,17.22
711,94,0,0,0,14.68
712,60,1,0,0,10.37
713,68,1,0,0,13.96
714,23,1,0,0,16.07
715,29,1,0,0,12.34
716,9,1,0,0,13.13
717,52,1,0,1,10.98
718,73,0,1,0,18.38
719,17,0,0,0,15.42
720,4,1,0,1,10.74
721,4,1,0,1,13.57
722,14,1,0,0,10.74
723,7,1,0,0,15.05
724,52,0,0,0,11.20
725,60,1,0,0,16.12
726,94,1,0,0,10.68
727,61,1,0,0,14.84
728,4,0,1,0,13.83
729,76,1,0,0,16.31
730,18,1,0,0,9.04
731,72,0,0,1,10.52
732,59,1,0,0,12.09
733,38,1,0,0,12.89
734,5,1,0,0,15.66
735,63,1,0,0,14.63
736,52,0,0,0,11.47
737,49,1,0,1,10.90
738,10,0,0,1,18.93
739,88,1,1,0,8.96
740,45,1,0,0,12.53
741,35,1,0,0,12.24
742,67,0,0,0,14.39
743,84,1,0,0,13.84
744,23,1,0,0,10.19
745,1,1,0,0,11.90
746,28,1,0,0,9.72
747,91,1,1,0,12.10
748,36,1,0,0,15.66
749,74,1,0,0,11.28
750,45,1,0,0,14.05
751,100,0,0,0,15.38
752,76,1,1,0,16.05
753,1,1,0,0,17.55
754,84,1,0,0,10.28
755,31,1,0,0,11.29
756,3,1,1,0,15.03
757,94,1,0,0,16.66
758,3,1,0,0,16.84
759,35,0,1,0,15.35
760,29,0,0,0,16.78
761,71,1,0,0,18.40
762,10,0,0,0,17.56
763,57,1,0,0,13.60
764,5,1,0,0,16.07
765,6,1,0,0,15.19
766,17,1,0,0,14.78
767,86,1,0,0,14.85
768,34,1,1,0,19.03
769,92,1,0,0,11.02
770,58,1,1,0,8.58
771,40,1,0,0,21.94
772,84,1,0,0,11.41
773,87,1,0,0,17.34
774,10,1,1,0,11.20
775,55,0,0,0,14.38
776,62,1,0,0,16.49
777,17,1,0,0,14.78
778,20,1,0,0,12.54
779,9,1,0,0,13.79
780,50,1,0,0,11.17
781,52,1,0,0,16.88
782,91,1,0,0,11.96
783,56,1,0,0,9.97
784,34,1,0,1,18.12
785,6,1,0,0,15.98
786,27,1,0,0,14.89
787,87,1,1,0,14.86
788,70,1,0,0,10.57
789,22,1,0,0,19.52
790,1,0,0,0,16.21
791,60,1,0,0,12.68
792,59,1,0,0,13.54
793,85,1,0,0,18.24
794,83,1,0,0,15.99
795,91,1,0,1,11.78
796,66,1,0,0,9.79
797,65,1,0,0,17.80
798,4,0,0,0,16.19
799,13,1,0,0,11.36
800,20,1,0,0,12.29
801,46,1,0,0,11.62
802,71,1,0,0,12.31
803,31,1,1,0,10.97
804,14,1,0,0,18.83
805,18,1,1,0,15.14
806,85,1,0,0,15.57
807,51,1,0,1,15.04
808,88,1,0,0,10.38
809,69,1,0,0,10.61
810,41,1,0,0,17.65
811,43,0,0,0,12.64
812,87,1,1,0,9.50
813,53,1,1,0,11.92
814,78,1,0,0,7.97
815,41,1,0,0,12.51
816,33,1,0,0,13.14
817,85,1,0,0,19.57
818,43,1,0,1,9.07
819,100,1,1,0,5.87
820,12,1,1,0,15.50
821,73,1,0,0,10.72
822,55,1,0,0,17.54
823,81,1,0,0,14.31
824,8,1,0,0,14.22
825,52,1,0,0,14.92
826,72,1,0,0,19.20
827,35,1,0,0,11.57
828,95,0,1,0,13.16
829,43,1,0,0,15.71
830,20,0,0,1,17.69
831,40,1,0,0,6.36
832,50,1,0,0,10.19
833,63,1,0,0,14.29
834,58,1,0,0,14.62
835,78,0,0,0,13.74
836,80,1,1,0,18.24
837,72,0,0,1,12.00
838,34,1,0,1,14.52
839,8,1,0,0,12.34
840,88,1,0,0,13.25
841,88,1,0,0,11.61
842,71,1,1,0,4.26
843,5,1,0,0,11.69
844,49,1,0,0,11.62
845,40,1,0,0,13.36
846,98,0,0,0,16.22
847,35,1,0,0,15.44
848,76,1,0,0,10.23
849,1,1,0,0,14.68
850,37,1,0,1,14.31
851,47,1,0,0,20.30
852,50,1,0,0,15.54
853,7,0,1,0,14.47
854,61,1,1,0,10.49
855,33,1,0,0,17.44
856,81,1,0,0,15.03
857,37,1,0,0,13.67
858,45,1,0,0,16.39
859,47,0,1,0,15.46
860,28,1,0,0,16.54
861,11,1,0,0,18.28
862,45,1,0,0,20.39
863,25,0,0,0,18.89
864,4,1,0,0,8.50
865,83,1,0,0,12.11
866,85,1,1,0,10.69
867,73,1,1,1,13.29
868,10,1,0,0,13.57
869,61,1,0,1,11.17
870,70,1,0,0,11.07
871,17,1,0,0,12.41
872,34,1,0,0,9.23
873,93,0,1,0,14.23
874,8,1,0,0,14.03
875,61,0,0,0,14.41
876,33,1,0,0,12.15
877,1,1,0,0,9.30
878,27,1,0,0,18.30
879,88,1,0,0,12.80
880,94,1,0,0,13.01
881,78,1,0,1,13.76
882,43,1,0,0,17.78
883,57,1,0,0,16.93
884,8,0,0,0,19.10
885,70,1,0,0,11.69
886,38,1,0,0,17.09
887,57,0,0,0,13.95
888,15,1,0,0,11.70
889,1,1,0,0,16.94
890,42,1,0,0,13.08
891,99,1,0,0,14.19
892,48,1,0,0,12.17
893,9,1,0,1,11.86
894,78,0,0,0,11.22
895,12,1,0,0,11.28
896,67,1,0,0,14.28
897,78,1,0,0,15.65
898,52,1,0,0,11.13
899,19,1,0,0,11.61
900,96,0,0,0,12.71
901,84,1,0,0,15.18
902,87,0,0,0,14.06
903,77,0,1,0,17.15
904,73,1,0,0,10.98
905,33,1,1,0,14.76
906,61,1,0,0,7.97
907,94,0,0,0,10.49
908,33,0,0,0,15.92
909,23,1,0,0,14.43
910,64,1,0,0,11.95
911,25,1,0,0,18.43
912,7,1,0,0,10.41
913,3,1,0,0,12.31
914,35,1,0,0,11.86
915,90,1,1,0,16.72
916,14,1,0,0,17.07
917,9,1,0,0,14.32
918,49,1,0,0,16.14
919,39,1,0,0,17.20
920,99,1,1,0,21.04
921,30,1,0,0,12.49
922,11,1,0,0,13.17
923,78,1,0,0,18.43
924,100,1,0,0,8.19
925,89,1,0,0,16.94
926,30,1,0,0,17.60
927,3,0,0,0,19.27
928,96,1,0,0,12.81
929,79,1,0,0,11.45
930,97,1,0,0,12.23
931,9,1,0,1,17.05
932,89,1,0,0,16.42
933,88,0,0,0,13.46
934,76,1,1,0,10.98
935,16,0,0,0,14.78
936,82,1,0,1,13.53
937,56,0,0,0,17.56
938,82,1,0,0,16.87
939,4,1,0,0,18.22
940,92,1,0,0,12.35
941,95,1,0,0,14.75
942,74,1,0,1,14.48
943,47,1,0,0,12.41
944,82,0,0,1,17.37
945,32,0,0,1,14.44
946,57,1,0,0,11.34
947,76,0,0,0,15.74
948,5,1,0,0,16.39
949,6,1,0,0,10.80
950,5,1,0,0,13.45
951,31,0,0,0,11.97
952,85,1,0,0,17.08
953,81,0,0,0,15.14
954,77,1,0,0,13.70
955,28,0,0,1,12.04
956,75,1,0,0,15.36
957,93,1,0,0,14.81
958,20,1,0,0,12.36
959,82,1,0,0,15.85
960,57,1,0,0,11.17
961,90,1,0,0,11.89
962,84,0,0,0,10.66
963,43,1,0,0,11.23
964,21,1,0,0,13.27
965,30,1,0,0,8.98
966,57,1,0,0,12.89
967,23,1,1,0,8.79
